misc/nupdates,misc/total_timesteps,fps,eprewmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
20,7560,238,-10.181352430555556,1.4196932196617127,-0.009307315666228532,3.831879621744156
40,14760,263,-7.472034050000001,1.4199463725090027,-0.0036511341109871863,18.77926778793335
60,21960,283,-7.37693274,1.4196937561035157,-0.01169600784778595,6.923552685976029
80,29160,293,-7.762970620000001,1.4192641735076905,-0.000520046055316925,12.624465799331665
100,36360,300,-8.422445360000001,1.4186397910118103,0.006665394455194473,2.497843313217163
120,43560,306,-4.7099177,1.4175489783287047,-0.00678885281085968,7.212388575077057
140,50760,310,-5.9791579100000005,1.4167324542999267,-0.0025465771555900573,3.9232577800750734
160,57960,313,-7.25224886,1.4159454584121705,-0.008511453866958618,4.184359002113342
180,65160,316,-6.743968330000002,1.4138985395431518,-0.006455627083778381,9.542838978767396
200,72360,318,-5.08420614,1.4128440260887145,-0.002949268463999033,17.832618141174315
220,79560,320,-6.317229780000002,1.4123611211776734,7.31930136680603e-05,3.2439648807048798
240,86760,322,-5.766250539999999,1.4112048745155334,-0.0030819296836853026,5.7836091935634615
260,93960,323,-5.841282220000002,1.4097774744033813,-0.008843586593866349,6.981340491771698
280,101160,324,-5.1580866400000005,1.409005832672119,-0.0047560340724885465,8.20259997844696
300,108360,324,-6.244798589999999,1.4080236315727235,-0.006989639927633106,14.686400032043457
320,115560,324,-4.53824762,1.4074787139892577,-0.0021894154808251185,14.962139797210693
340,122760,324,-5.853043189999999,1.4069820880889892,-0.00473802387714386,16.15397596359253
360,129960,324,-8.10164802,1.4055390238761902,-0.00617499127984047,2.0136177599430085
380,137160,324,-3.97989429,1.4025676369667053,-0.0014834559988230467,2.8145898550748827
400,144360,324,-5.23012864,1.4014084577560424,-0.008017177414149045,18.09207229614258
420,151560,324,-4.779205650000001,1.400735080242157,-0.004763057571835816,6.926782584190368
440,158760,325,-4.170134530000001,1.3997652292251588,-0.0032797440886497497,3.627337247133255
460,165960,325,-2.9837159500000006,1.398862934112549,-0.0035651160404086115,8.080313703417778
480,173160,325,-1.80465422,1.3965929985046386,-0.001449146866798401,4.738003951311112
500,180360,325,-6.03008723,1.396391260623932,-0.005622709821909666,18.064960861206053
520,187560,325,-2.9485609400000006,1.3957030057907105,-0.0023614106699824332,23.311865520477294
540,194760,325,-1.75988299,1.3950071573257445,-0.00209464356303215,6.171949663758278
560,201960,325,0.64135693,1.3945373058319093,0.0001055590808391571,28.3136456489563
580,209160,325,-0.7044882199999997,1.3935238718986511,0.002945176512002945,14.644772672653199
600,216360,298,-4.91498891,1.393594741821289,-0.005314298532903194,8.933555412292481
620,223560,299,-1.3800189500000002,1.3924380898475648,-0.0008548613637685776,23.292478585243224
640,230760,290,-0.6045031400000002,1.3924148440361024,0.0012267522513866424,5.525649690628052
660,237960,291,1.0348503900000003,1.391443955898285,0.0028478311840444805,14.966407585144044
680,245160,130,-1.9427538600000003,1.3917468428611754,-0.003787100315093994,8.922513535618782
700,252360,113,0.2759300499999998,1.3909933686256408,0.0020145252346992493,11.200347661972046
720,259560,115,-2.744239449999999,1.390496551990509,0.0018135644495487213,5.149311208724976
740,266760,117,-2.6719445200000003,1.3894892692565919,0.000503222644329071,5.9385652333498005
760,273960,119,-2.5360801399999997,1.3884700894355775,-0.005831042677164078,11.304885548353194
780,281160,121,-1.6872005800000003,1.388635504245758,-0.004041858948767185,3.6676506280899046
800,288360,123,1.9324728399999997,1.3871281743049622,0.0006971962749958039,14.482867485284805
820,295560,125,2.0930449000000007,1.3862695574760437,-0.004062609933316708,10.938727164268494
840,302760,127,-2.29844864,1.3862825632095337,-0.003775566816329956,1.6497112095355988
860,309960,129,-2.0673397899999997,1.386457335948944,-0.0016102299094200134,18.299154233932494
880,317160,131,0.05622931000000008,1.3860514760017395,-0.00015049763023853303,17.528594380617143
900,324360,132,1.66959983,1.3847460985183715,-0.006875881552696228,7.793213078379631
920,331560,134,-0.58283896,1.3851102948188783,-0.004524414241313934,4.949205505847931
940,338760,136,-1.0015430499999995,1.3851757168769836,-0.009802344441413879,0.5972521901130676
960,345960,138,-0.9229838600000001,1.3850565195083617,-0.0038239380097365937,6.899257963895797
980,353160,139,1.3812343100000002,1.3857802748680115,0.003799797594547272,8.907338750362396
1000,360360,141,1.5982074799999995,1.3867236256599427,-0.00705634169280529,28.777421951293945
1020,367560,142,-0.79130662,1.3859230041503907,-0.0061659950391913295,10.973922026157378
1040,374760,144,0.5002330699999996,1.3851726174354553,-0.007464507222175598,10.196869504451751
1060,381960,146,3.11877011,1.384346854686737,-0.0045297745615243915,12.558217573165894
1080,389160,147,3.77590096,1.3833147764205933,0.00185098797082901,9.79941291809082
1100,396360,149,4.425187540000001,1.3833093047142029,0.005609834194183349,10.376861900091171
1120,403560,150,0.03933103999999986,1.3833960056304933,0.0006805405020713807,12.023610302805901
1140,410760,152,4.2040047199999995,1.3822253227233887,0.0004197767935693264,8.398405444622039
1160,417960,153,0.45100300999999987,1.3821757912635804,-0.0028210967779159547,8.062936305999756
1180,425160,155,4.056811229999999,1.3806022644042968,-0.0036544784903526305,7.476515173912048
1200,432360,156,1.0241917199999997,1.380194652080536,-0.009070061892271043,12.823736035823822
1220,439560,157,5.5232953,1.3801678776741029,-0.007311549410223961,10.771459007263184
1240,446760,159,3.201007519999999,1.3805033802986144,-0.002637341618537903,10.708475482463836
1260,453960,160,0.9992451599999999,1.3787532687187194,-0.009237482026219369,10.105239987373352
1280,461160,161,3.0986600500000003,1.3780715465545654,-0.005230952054262161,7.611029767990113
1300,468360,162,2.1444694199999996,1.3769360303878784,-0.001259854552336037,13.322570896148681
1320,475560,164,3.2434590500000007,1.376501166820526,-0.0018222656100988388,8.693613183498382
1340,482760,165,1.5320137699999996,1.3770918250083923,0.006111817061901092,4.334079614281654
1360,489960,166,2.04279947,1.3767963647842407,-0.005886476207524538,6.210715794563294
1380,497160,167,4.27813009,1.3754884719848632,0.0026025190949440003,19.32731623649597
1400,504360,169,1.5043684800000003,1.375321626663208,-0.0004743985831737518,7.55807186961174
1420,511560,170,1.25305939,1.3737135767936706,-0.0029528096318244936,17.385555702447892
1440,518760,171,-0.013088320000000042,1.372972059249878,0.005710168741643429,5.027308982610703
1460,525960,172,5.00411806,1.3716310024261475,0.0020563088357448576,8.931378936767578
1480,533160,173,6.013107910000001,1.3704711675643921,-0.001966167241334915,24.344258308410645
1500,540360,174,6.7356308500000015,1.3705520153045654,-0.0016826115548610686,14.382052564620972
1520,547560,175,1.8946672900000001,1.3688615679740905,-0.0018500228048651478,1.8997053980827332
1540,554760,176,0.7910665400000002,1.3686278343200684,0.005331838130950927,19.254638624191283
1560,561960,177,7.196471859999999,1.3678312301635742,-0.0027243928518146275,3.237231945991516
1580,569160,178,1.5554845700000002,1.3663150668144226,-0.005751308053731918,13.885268878936767
1600,576360,179,8.70346495,1.3664813041687012,-0.0032528627663850783,5.30128972530365
1620,583560,180,1.62542262,1.3658637523651123,-0.0003254836774431169,11.873110365867614
1640,590760,182,4.3999476500000005,1.3657518029212952,-0.012201755121350289,4.66213638484478
1660,597960,183,6.82113557,1.3655717372894287,-0.001834339275956154,13.37232584953308
1680,605160,184,3.1871799900000006,1.365223777294159,-0.00040360335260629653,19.128992366790772
1700,612360,184,3.00984652,1.3649128913879394,-0.0009100101888179779,8.316543292999267
1720,619560,185,5.03040302,1.3642854571342469,-0.012942778691649438,16.982017278671265
1740,626760,186,5.12330649,1.3640660881996154,0.0007772255688905716,15.631552720069886
1760,633960,187,8.30900844,1.3642688632011413,-0.00624876341316849,11.653287506103515
1780,641160,188,6.683187149999998,1.3646164417266846,-0.00438088933005929,29.603786492347716
1800,648360,189,5.6057507399999995,1.364911389350891,-0.004288686253130436,4.03588297367096
1820,655560,190,2.998622600000001,1.365591287612915,-0.006355166644789278,13.93165364265442
1840,662760,191,6.87648993,1.3658840298652648,-0.005696290358901024,5.136511200666428
1860,669960,192,6.477256120000001,1.3654473662376403,0.0015405938029289246,21.864389610290527
1880,677160,193,7.305462060000002,1.36550874710083,0.005402794852852821,14.401502847671509
1900,684360,194,8.52683828,1.3643942832946778,-0.0007064568810164929,22.613686046004297
1920,691560,194,1.9695275500000002,1.3636968970298766,0.004652085155248642,12.682512855529785
1940,698760,195,2.5414789300000002,1.3640286087989808,-0.004641135409474373,11.519474983215332
1960,705960,196,5.206093030000001,1.3643235564231873,-0.002645598351955414,17.10697833299637
1980,713160,197,6.7028691,1.3630011916160583,-0.0024710848927497866,6.365110969543457
