misc/nupdates,misc/total_timesteps,fps,eprewmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
20,7560,290,-10.608894142857142,1.4180619239807128,-0.002619446162134409,15.752475214004516
40,14760,297,-10.6233227,1.4179334878921508,-0.0025151465088129044,9.557725858688354
60,21960,294,-9.9959155,1.4168700098991394,-0.0036029770970344545,15.224764347076416
80,29160,289,-9.379988580000001,1.4167966365814209,0.0029624525457620622,7.259572505950928
100,36360,290,-9.20611524,1.4166821122169495,-0.006646957783959806,0.7441409081220627
120,43560,293,-7.387635860000001,1.4154791116714478,-0.006551623344421387,10.61164437532425
140,50760,295,-5.02315252,1.4146941542625426,-0.009595881402492522,2.9713085889816284
160,57960,296,-4.77883303,1.414423418045044,-0.0026390373706817625,1.4523493587970733
180,65160,298,-6.732289289999999,1.4145793199539185,-0.0050020614638924595,3.953474670648575
200,72360,299,-5.528624380000001,1.413777267932892,-0.005415607010945678,3.115333044528961
220,79560,300,-5.48583575,1.4127585291862488,0.0016814853064715863,1.8378727793693543
240,86760,300,-4.33293314,1.4122997641563415,-0.0038361720740795135,11.34250168800354
260,93960,301,-4.18091755,1.4114732980728149,-0.006071174144744873,10.995496654510498
280,101160,301,-3.64239452,1.4115179538726808,-0.0034565776586532593,1.7597381532192231
300,108360,302,-3.0958918,1.4107591032981872,-0.003089140076190233,17.240586495399477
320,115560,302,-6.229259000000001,1.4097724556922913,-0.006233546137809754,6.095589253306389
340,122760,302,-5.726204689999999,1.4078277707099915,0.006480308994650841,20.371438884735106
360,129960,303,-7.449443430000001,1.4071741461753846,-0.000931526767089963,1.5993760481476784
380,137160,303,-2.3059660999999996,1.4064201951026916,-0.008508499711751938,1.497655588388443
400,144360,303,-4.20152455,1.405333435535431,0.0010750560788437725,10.345573472976685
420,151560,303,-4.399933529999999,1.4043414354324342,-0.002993088960647583,6.661316382884979
440,158760,303,0.1681059600000004,1.40405433177948,-0.010225641308352351,0.7334805428981781
460,165960,303,-3.34295017,1.4036980986595153,-0.005040417611598969,8.186490440368653
480,173160,303,-3.3964771600000008,1.4028718233108521,0.002527599036693573,16.96661615371704
500,180360,303,-4.5212790400000005,1.4029267311096192,-0.008586086332798004,15.643015289306641
520,187560,302,-5.890170780000001,1.4023238897323609,-0.0040403477847576145,11.451094818115234
540,194760,302,-3.7874091799999996,1.4000254154205323,-0.002716819569468498,7.803429186344147
560,201960,303,-2.6059094300000005,1.3999576807022094,-0.003776920586824417,7.837077510356903
580,209160,303,-6.225758800000002,1.397743010520935,-0.008809122384991496,20.87941192984581
600,216360,303,-4.00147977,1.3964991807937621,-0.00012573529966175556,14.824826955795288
620,223560,303,-0.6928645799999998,1.3958303332328796,-0.0016775615513324738,7.504139965772628
640,230760,303,-3.29285095,1.3952188372612,-0.0015460100024938584,13.803947150707245
660,237960,303,-1.8358172700000004,1.394584023952484,-0.008077655732631684,0.4797079712152481
680,245160,303,-2.4624687100000004,1.3927436232566834,-0.002373415231704712,11.534924030303955
700,252360,303,-2.0823488100000005,1.3928595423698424,-0.007367959618568421,7.051491332054138
720,259560,303,-1.8997395999999998,1.3926167368888855,0.007009275816380977,5.245252707600594
740,266760,303,0.2232083700000002,1.3912294387817383,-0.003122253715991974,9.893648362159729
760,273960,302,-0.5276760300000004,1.3904899477958679,-0.004939267411828041,8.776516723632813
780,281160,302,-1.1974531900000003,1.3898060321807861,0.010181202739477157,24.254077339172362
800,288360,302,-7.053914549999999,1.3886905074119569,0.0015960026532411576,10.107057571411133
820,295560,302,-3.6012921699999993,1.3869842886924744,-0.0011593930423259736,4.143029004335403
840,302760,302,3.2207872,1.3862780690193177,-0.0033064402639865877,3.0482975482940673
860,309960,302,-0.9551121799999999,1.3854810118675231,-0.010378194227814674,1.0030210703611373
880,317160,302,-3.85434732,1.3847774267196655,-0.009054654464125633,1.9401501357555389
900,324360,302,-3.2903541199999995,1.3834081292152405,-0.00021144002676010132,1.1022891715168952
920,331560,302,-3.2027623599999995,1.382498300075531,-0.005509650008752942,17.649344342947007
940,338760,302,0.4735402800000002,1.3811043977737427,-0.006440649181604386,0.8235560968518257
960,345960,302,-0.8399751700000002,1.380099368095398,-0.004351073503494262,1.5252158135175704
980,353160,303,-0.3370794999999998,1.3787854194641114,0.004622118175029754,21.97667007446289
1000,360360,303,3.1145472499999998,1.3784512400627136,0.0014146119356155396,16.233349522948266
1020,367560,303,1.9703952200000001,1.3783895611763,-0.004102325439453125,10.822590875625611
1040,374760,303,4.02686374,1.3769185543060303,0.005977461114525795,8.340619713068008
1060,381960,303,0.29071895999999997,1.3761485695838929,-0.00424616647651419,2.9172332674264907
1080,389160,303,0.4383256,1.375303292274475,-0.002818332612514496,10.317467212677002
1100,396360,303,-0.9504997799999998,1.3754660367965699,-0.002532043680548668,0.9618661344051361
